StartDate,EndDate,Duration__in_seconds_,Finished,agecat,female,educ,white,black,hispanic,sthasian,othasian,arab,other,marriage,kids,cvbless,cvself,cvother,cvconseq,cvexagg,cvmanmade,cvpunish,cvwakeup,cvtest,cvaction,signdoj,chinapunish,stillpunish,cvunfold,ui1,ui2,ui3,feardeath,disrupt,miss1,miss2,miss3,miss4,miss5,miss6,miss7,comfself,comfkids,comfspou,comfold,pray,quranread,grateful,livefam,fam_conc,si_conc,rquran_cope,lquran_cope,dua_cope,forgive_cope,pray_cope,lecture_cope,breathe_cope,exercise_cope,walk_cope,famtime_cope,famphone_cope,donate_cope,buy_cope,entertain_cope,eat_cope,donate,anxious,nervous,calm,chknews,mas_fri,mas_5x,mas_close,mas_trust,gia_approve,gia_bad,gia_trouble,connect,ti_punish,ti_endtim,ti_mankid,ti_manmar,ti_stress,ti_isleth,ti_fam,ti_worship,ti_trials,ti_parntng,ti_grateful,ti_calm,ti_epidem,ti_uncertnty,ti_famcon,word_w,word_h,tpsent,tpsentscore,word_hsent,word_hsentscore,word_hsentpol,cope_relig,cope_social,cope_neg,ui,uintol,rcalm,mhealth,cvfear,outlook_pos,outlook_neg,married,pray5
13803883319,13803884218,899,1. True,3. 25 - 34,Female,2. High school graduate (high school diploma or equivalent including GED),No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,3. Somewhat concerned,4. Quite concerned,3. Somewhat concerned,3. Somewhat exaggerated,Definitely not,3. A moderate amount,5. A great deal,5. A great deal,5. A great deal,1. None at all,5. A great deal,5. A great deal,5. I really have no idea,2. Somewhat disagree,4. Somewhat agree,3. Neither agree nor disagree,3. Somewhat afraid,2. A little upset,4. 4,3. 3,2. 2,1. 1,6. 6,7. 7,5. 5,Somewhat comfortable,Extremely comfortable,Extremely comfortable,,5. 5 + sunnahs,5. Daily,Very often,Yes,4. Somewhat positive,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Quite likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,2. Somewhat unreasonable,1. Yes,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Kids,Wakeup call,,,,,,1,1,0,3,2,1,1.6666666,3.3333333,No,No,Yes,Yes
13803883326,13803884281,954,1. True,4. 35 - 44,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,3. Somewhat concerned,4. Quite concerned,4. Quite concerned,1. Not at all exaggerated,Might or might not,3. A moderate amount,4. A lot,5. A great deal,4. A lot,4. A lot,3. A moderate amount,3. A moderate amount,5. I really have no idea,4. Somewhat agree,2. Somewhat disagree,2. Somewhat disagree,3. Somewhat afraid,2. A little upset,4. 4,2. 2,3. 3,1. 1,5. 5,6. 6,7. 7,,Neutral,Extremely comfortable,,4. 5,4. More than once a week,Quite often,Yes,5. Extremely positive,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Quite likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,3. A moderate amount,3. Neither agree nor disagree,1. Strongly disagree,1. Strongly disagree,About the same,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Isolation,Cure,,,,,,3,1,0,2.6666667,2.3333333,1,1.6666666,3.6666667,No,No,Yes,Yes
13803884005,13803884404,398,1. True,2. 18 - 24,Male,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,3. A moderate amount,2. A little concerned,3. Somewhat concerned,4. Quite concerned,2. A little exaggerated,Probably not,2. A little,5. A great deal,5. A great deal,4. A lot,4. A lot,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,4. Somewhat agree,4. Somewhat agree,3. Somewhat afraid,3. Somewhat upset,4. 4,6. 6,2. 2,1. 1,7. 7,3. 3,5. 5,Extremely comfortable,,,,4. 5,3. At least once a week,Sometimes,Yes,4. Somewhat positive,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,A little likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Impact on economic activities,Change in world leadership,,,,,,2,1,2,3.3333333,1.6666667,1,1.6666666,3,Yes,No,No,Yes
13803883384,13803884467,1083,1. True,3. 25 - 34,Male,2. High school graduate (high school diploma or equivalent including GED),No,No,No,Yes,No,No,No,1. Single,No,5. A great deal,1. Not at all concerned,1. Not at all concerned,2. A little concerned,1. Not at all exaggerated,Definitely not,1. None at all,3. A moderate amount,2. A little,1. None at all,2. A little,1. None at all,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,1. Not afraid at all,1. Not at all upset,5. 5,7. 7,1. 1,2. 2,6. 6,3. 3,4. 4,Somewhat comfortable,,,Extremely comfortable,4. 5,2. At least once a month,Very often,Yes,5. Extremely positive,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Quite likely,1. Never,1. Never,4. Most of the time,2. Sometimes,2. Somewhat unreasonable,4. Somewhat reasonable,3. Not sure,4. A lot,4. Somewhat agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,I'm always worried for my mother. She is my world. She is my Jannah on earth & the key to Jannah in the next life. I'm always scared of loosing her.,A reminder of death,,,,,,4,2,0,1,4,1,1,1.3333334,Yes,No,No,Yes
13803884288,13803884915,627,1. True,4. 35 - 44,Female,2. High school graduate (high school diploma or equivalent including GED),No,No,No,No,No,Yes,No,2. Married,Yes,5. A great deal,2. A little concerned,5. Extremely concerned,5. Extremely concerned,4. Quite exaggerated,Might or might not,1. None at all,5. A great deal,5. A great deal,3. A moderate amount,5. A great deal,1. None at all,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,2. Somewhat disagree,4. Quite afraid,3. Somewhat upset,3. 3,5. 5,2. 2,1. 1,4. 4,6. 6,7. 7,Somewhat comfortable,Extremely comfortable,Somewhat uncomfortable,Extremely comfortable,5. 5 + sunnahs,5. Daily,Quite often,Yes,5. Extremely positive,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,2. Sometimes,2. Somewhat unreasonable,4. Somewhat reasonable,2. No,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Heedlessness,Change,,,,,,4,2,1,2,3,1,1.6666666,4,Yes,No,Yes,Yes
13803883655,13803884997,1341,1. True,4. 35 - 44,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,4. A lot,5. Extremely concerned,5. Extremely concerned,2. A little concerned,4. Quite exaggerated,Might or might not,3. A moderate amount,5. A great deal,5. A great deal,5. A great deal,4. A lot,2. A little,5. A great deal,5. I really have no idea,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Somewhat agree,4. Quite afraid,3. Somewhat upset,,,,,,,,Somewhat comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,4. 5,1. Hardly ever,Sometimes,Yes,4. Somewhat positive,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Extreme likely,4. Most of the time,4. Most of the time,3. About half the time,4. Most of the time,3. Neutral,2. Somewhat unreasonable,2. No,3. A moderate amount,5. Strongly agree,3. Neither agree nor disagree,1. Strongly disagree,Much better,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Death,Recovery,,,,,,4,2,1,3.3333333,1.6666667,2,3.3333333,4,No,No,Yes,Yes
13803884385,13803885149,764,1. True,3. 25 - 34,Female,4. Bachelor's degree,No,No,No,No,No,No,No,1. Single,No,5. A great deal,2. A little concerned,4. Quite concerned,4. Quite concerned,5. Extremely exaggerated,Definitely not,1. None at all,4. A lot,4. A lot,2. A little,2. A little,1. None at all,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,2. Somewhat disagree,3. Somewhat afraid,1. Not at all upset,4. 4,3. 3,5. 5,1. 1,2. 2,6. 6,7. 7,Neutral,,,,4. 5,4. More than once a week,Sometimes,Yes,4. Somewhat positive,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat likely,2. Sometimes,2. Sometimes,4. Most of the time,5. Always,1. Extremely unreasonable,2. Somewhat unreasonable,3. Not sure,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Distancing myself from Allah,,,,,,,1,0,0,2,3,1,1.6666666,3.3333333,Yes,No,No,Yes
13803885056,13803885449,392,1. True,2. 18 - 24,Female,4. Bachelor's degree,Yes,No,No,No,No,No,No,1. Single,No,3. A moderate amount,2. A little concerned,4. Quite concerned,3. Somewhat concerned,3. Somewhat exaggerated,Might or might not,3. A moderate amount,2. A little,3. A moderate amount,4. A lot,2. A little,1. None at all,2. A little,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",2. Somewhat disagree,2. Somewhat disagree,2. Somewhat disagree,1. Not afraid at all,2. A little upset,4. 4,2. 2,5. 5,6. 6,3. 3,1. 1,7. 7,Somewhat comfortable,,,Somewhat uncomfortable,1. 0,2. At least once a month,Quite often,No,,,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,A little likely,2. Sometimes,2. Sometimes,3. About half the time,2. Sometimes,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,3. A moderate amount,3. Neither agree nor disagree,2. Somewhat disagree,4. Somewhat agree,Somewhat worse,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,My parents,Change,,,,,,0,2,1,2,3,2,2,3,No,Yes,No,No
13803884906,13803885636,730,1. True,3. 25 - 34,Male,4. Bachelor's degree,No,No,No,No,Yes,No,No,1. Single,No,4. A lot,4. Quite concerned,4. Quite concerned,3. Somewhat concerned,3. Somewhat exaggerated,Might or might not,,4. A lot,,,,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,1. Strongly disagree,2. Somewhat disagree,2. A little afraid,4. Quite upset,2. 2,5. 5,3. 3,1. 1,4. 4,6. 6,7. 7,Neutral,,,Neutral,4. 5,2. At least once a month,Quite often,Yes,4. Somewhat positive,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,A little likely,2. Sometimes,2. Sometimes,3. About half the time,4. Most of the time,3. Neutral,3. Neutral,3. Not sure,2. A little,3. Neither agree nor disagree,4. Somewhat agree,3. Neither agree nor disagree,About the same,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Family,Over,,,,,,1,0,0,2.3333333,2.6666667,2,2,3.6666667,Yes,No,No,Yes
13803885245,13803885771,525,1. True,2. 18 - 24,Female,2. High school graduate (high school diploma or equivalent including GED),No,No,No,Yes,No,No,No,1. Single,No,4. A lot,4. Quite concerned,5. Extremely concerned,4. Quite concerned,5. Extremely exaggerated,Might or might not,4. A lot,5. A great deal,5. A great deal,4. A lot,4. A lot,5. A great deal,4. A lot,5. I really have no idea,5. Strongly agree,3. Neither agree nor disagree,5. Strongly agree,4. Quite afraid,1. Not at all upset,,,,,,,,Extremely uncomfortable,,,,4. 5,5. Daily,Sometimes,Yes,5. Extremely positive,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Extreme likely,4. Most of the time,3. About half the time,4. Most of the time,3. About half the time,2. Somewhat unreasonable,2. Somewhat unreasonable,3. Not sure,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Losing,Improving,,,,,,2,0,2,4.3333335,0.66666651,1,2.6666667,4.3333335,No,No,No,Yes
13803885465,13803885924,459,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,No,Yes,No,No,2. Married,Yes,5. A great deal,5. Extremely concerned,5. Extremely concerned,5. Extremely concerned,1. Not at all exaggerated,Might or might not,3. A moderate amount,5. A great deal,5. A great deal,3. A moderate amount,4. A lot,3. A moderate amount,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,2. Somewhat disagree,2. Somewhat disagree,4. Quite afraid,1. Not at all upset,3. 3,5. 5,4. 4,1. 1,2. 2,6. 6,7. 7,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,5. 5 + sunnahs,5. Daily,Very often,Yes,5. Extremely positive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Extreme likely,2. Sometimes,2. Sometimes,2. Sometimes,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Deeds,Compassion,,,,,,6,2,2,2,3,3,2.3333333,5,Yes,No,Yes,Yes
13803885174,13803885967,793,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,Yes,No,No,No,2. Married,No,5. A great deal,2. A little concerned,5. Extremely concerned,3. Somewhat concerned,4. Quite exaggerated,Definitely not,2. A little,5. A great deal,4. A lot,4. A lot,2. A little,2. A little,2. A little,5. I really have no idea,2. Somewhat disagree,1. Strongly disagree,1. Strongly disagree,3. Somewhat afraid,1. Not at all upset,2. 2,3. 3,4. 4,1. 1,6. 6,5. 5,7. 7,Extremely comfortable,,Extremely comfortable,Extremely comfortable,2. 1 to 2,2. At least once a month,Very often,Yes,4. Somewhat positive,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,A little likely,1. Never,2. Sometimes,5. Always,4. Most of the time,2. Somewhat unreasonable,2. Somewhat unreasonable,3. Not sure,5. A great deal,5. Strongly agree,4. Somewhat agree,4. Somewhat agree,Somewhat better,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Loved ones getting infected and not recovering,Solitude / isolation importsnt for self reflection,,,,,,2,2,0,1.3333334,3.6666665,0,1,3.3333333,No,No,Yes,No
13803885616,13803886150,533,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,4. Quite concerned,4. Quite concerned,4. Quite concerned,1. Not at all exaggerated,Definitely yes,5. A great deal,5. A great deal,5. A great deal,5. A great deal,4. A lot,,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",1. Strongly disagree,1. Strongly disagree,1. Strongly disagree,1. Not afraid at all,1. Not at all upset,4. 4,5. 5,2. 2,1. 1,3. 3,6. 6,7. 7,Neutral,Extremely comfortable,Extremely comfortable,Extremely comfortable,3. 3 to 4,5. Daily,Quite often,No,,,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Somewhat likely,2. Sometimes,3. About half the time,4. Most of the time,5. Always,5. Extremely reasonable,5. Extremely reasonable,2. No,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Loosing loved ones,It will ho away,,,,,,4,2,0,1,4,1,2,4,Yes,No,Yes,No
13803885665,13803886241,576,1. True,3. 25 - 34,Female,2. High school graduate (high school diploma or equivalent including GED),Yes,No,No,No,No,No,No,2. Married,Yes,3. A moderate amount,1. Not at all concerned,2. A little concerned,4. Quite concerned,5. Extremely exaggerated,Might or might not,2. A little,4. A lot,5. A great deal,4. A lot,1. None at all,3. A moderate amount,1. None at all,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,4. Somewhat agree,4. Somewhat agree,5. Extremely afraid,4. Quite upset,3. 3,4. 4,1. 1,2. 2,5. 5,6. 6,7. 7,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,4. 5,5. Daily,Very often,Yes,3. Neither positive nor negative,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Not likely at all,5. Always,5. Always,2. Sometimes,5. Always,4. Somewhat reasonable,4. Somewhat reasonable,2. No,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,,,,,,,3,1,0,3.6666667,1.3333333,3,4.3333335,2.3333333,Yes,No,Yes,Yes
13803885935,13803886448,512,1. True,3. 25 - 34,Male,3. Some college but no degree,No,No,No,Yes,No,No,No,2. Married,Yes,3. A moderate amount,2. A little concerned,2. A little concerned,2. A little concerned,2. A little exaggerated,Might or might not,3. A moderate amount,3. A moderate amount,3. A moderate amount,3. A moderate amount,2. A little,4. A lot,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",2. Somewhat disagree,3. Neither agree nor disagree,4. Somewhat agree,3. Somewhat afraid,4. Quite upset,4. 4,3. 3,1. 1,2. 2,5. 5,6. 6,7. 7,Somewhat uncomfortable,Somewhat uncomfortable,Neutral,Somewhat uncomfortable,4. 5,4. More than once a week,Quite often,Yes,4. Somewhat positive,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Quite likely,4. Most of the time,4. Most of the time,2. Sometimes,5. Always,4. Somewhat reasonable,4. Somewhat reasonable,1. Yes,2. A little,4. Somewhat agree,1. Strongly disagree,1. Strongly disagree,About the same,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Job,Temporary nature,,,,,,4,0,1,3,2,3,3.6666667,2,Yes,No,Yes,Yes
13803886050,13803886604,553,1. True,2. 18 - 24,Female,5. Master's degree,No,No,No,No,No,Yes,No,2. Married,No,2. A little,1. Not at all concerned,3. Somewhat concerned,3. Somewhat concerned,4. Quite exaggerated,Probably not,3. A moderate amount,5. A great deal,5. A great deal,4. A lot,3. A moderate amount,2. A little,2. A little,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",3. Neither agree nor disagree,2. Somewhat disagree,4. Somewhat agree,2. A little afraid,1. Not at all upset,2. 2,5. 5,4. 4,1. 1,3. 3,7. 7,6. 6,Somewhat uncomfortable,,Extremely comfortable,Extremely comfortable,4. 5,4. More than once a week,Quite often,Yes,4. Somewhat positive,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Somewhat likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,3. Neutral,3. Neutral,3. Not sure,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Work plans,It will pass,,,,,,1,1,0,3,2,1,1.6666666,2.3333333,Yes,No,Yes,Yes
13803886295,13803886901,605,1. True,4. 35 - 44,Male,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,Yes,5. A great deal,3. Somewhat concerned,3. Somewhat concerned,3. Somewhat concerned,1. Not at all exaggerated,Definitely not,2. A little,5. A great deal,5. A great deal,4. A lot,2. A little,5. A great deal,5. A great deal,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",1. Strongly disagree,2. Somewhat disagree,2. Somewhat disagree,1. Not afraid at all,1. Not at all upset,3. 3,6. 6,1. 1,5. 5,2. 2,4. 4,7. 7,Extremely comfortable,Extremely comfortable,Extremely comfortable,Somewhat comfortable,5. 5 + sunnahs,5. Daily,Very often,Yes,4. Somewhat positive,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Extreme likely,1. Never,1. Never,5. Always,2. Sometimes,2. Somewhat unreasonable,2. Somewhat unreasonable,1. Yes,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,About the same,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Finances,Solidarity,,,,,,1,2,0,1.6666666,3.3333335,0,0.66666669,3,Yes,No,Yes,Yes
13803886342,13803886935,593,1. True,4. 35 - 44,Female,5. Master's degree,No,No,No,No,No,No,Yes,1. Single,No,4. A lot,5. Extremely concerned,5. Extremely concerned,3. Somewhat concerned,3. Somewhat exaggerated,Definitely not,3. A moderate amount,5. A great deal,5. A great deal,4. A lot,3. A moderate amount,2. A little,2. A little,"3. Things will be bad, as lots of people will suffer from the consequences of the virus.",3. Neither agree nor disagree,2. Somewhat disagree,3. Neither agree nor disagree,3. Somewhat afraid,1. Not at all upset,4. 4,5. 5,2. 2,1. 1,3. 3,6. 6,7. 7,Somewhat comfortable,Neutral,Neutral,Extremely comfortable,5. 5 + sunnahs,3. At least once a week,Sometimes,Yes,5. Extremely positive,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Quite likely,5. Always,5. Always,2. Sometimes,5. Always,3. Neutral,3. Neutral,3. Not sure,4. A lot,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,To contamine my brother sick from a cancer,That it will end making my family reunite,,,,,,1,0,0,2.6666667,2.3333333,3,4.3333335,4.3333335,No,Yes,No,Yes
13803885787,13803886963,1176,1. True,4. 35 - 44,Female,5. Master's degree,No,No,No,Yes,No,No,No,1. Single,No,4. A lot,2. A little concerned,2. A little concerned,4. Quite concerned,5. Extremely exaggerated,Definitely not,3. A moderate amount,5. A great deal,5. A great deal,5. A great deal,5. A great deal,4. A lot,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",5. Strongly agree,1. Strongly disagree,4. Somewhat agree,2. A little afraid,1. Not at all upset,3. 3,4. 4,6. 6,2. 2,1. 1,5. 5,7. 7,Extremely comfortable,,,Extremely comfortable,5. 5 + sunnahs,5. Daily,Very often,Yes,4. Somewhat positive,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Extreme likely,2. Sometimes,2. Sometimes,4. Most of the time,4. Most of the time,2. Somewhat unreasonable,2. Somewhat unreasonable,2. No,2. A little,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Hoarders,Ephemeral,,,,,,4,1,0,3.3333333,1.6666667,1,1.6666666,2.6666667,Yes,No,No,Yes
13803886478,13803887139,660,1. True,3. 25 - 34,Male,5. Master's degree,No,Yes,No,No,No,No,No,1. Single,No,5. A great deal,4. Quite concerned,4. Quite concerned,4. Quite concerned,3. Somewhat exaggerated,Might or might not,,5. A great deal,5. A great deal,4. A lot,3. A moderate amount,2. A little,4. A lot,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",1. Strongly disagree,1. Strongly disagree,4. Somewhat agree,2. A little afraid,1. Not at all upset,3. 3,5. 5,2. 2,1. 1,4. 4,6. 6,7. 7,,Somewhat uncomfortable,Neutral,Neutral,5. 5 + sunnahs,4. More than once a week,Quite often,Yes,4. Somewhat positive,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Quite likely,3. About half the time,2. Sometimes,3. About half the time,5. Always,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,3. A moderate amount,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Much better,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Spreading easily,vaccine,,,,,,2,0,0,2,3,2,2.3333333,4,Yes,No,No,Yes
13803886722,13803887357,634,1. True,3. 25 - 34,Female,4. Bachelor's degree,No,No,No,Yes,No,No,No,2. Married,No,3. A moderate amount,4. Quite concerned,5. Extremely concerned,2. A little concerned,4. Quite exaggerated,Might or might not,4. A lot,4. A lot,4. A lot,4. A lot,2. A little,4. A lot,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",5. Strongly agree,4. Somewhat agree,5. Strongly agree,3. Somewhat afraid,1. Not at all upset,4. 4,2. 2,3. 3,1. 1,7. 7,6. 6,5. 5,Extremely comfortable,,Extremely comfortable,Somewhat uncomfortable,4. 5,4. More than once a week,Very often,Yes,4. Somewhat positive,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Quite likely,4. Most of the time,4. Most of the time,2. Sometimes,4. Most of the time,1. Extremely unreasonable,1. Extremely unreasonable,1. Yes,5. A great deal,5. Strongly agree,4. Somewhat agree,3. Neither agree nor disagree,About the same,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Family,Perspective,,,,,,4,2,0,4.6666665,0.33333349,3,3.6666667,3.6666667,Yes,No,Yes,Yes
13803886980,13803887372,391,1. True,3. 25 - 34,Female,5. Master's degree,No,No,No,Yes,No,No,No,2. Married,Yes,4. A lot,3. Somewhat concerned,2. A little concerned,4. Quite concerned,4. Quite exaggerated,Probably not,3. A moderate amount,5. A great deal,5. A great deal,5. A great deal,4. A lot,2. A little,3. A moderate amount,"2. Despite the many ordeals people will face, things will turn out alright with many positive outcomes",4. Somewhat agree,4. Somewhat agree,3. Neither agree nor disagree,4. Quite afraid,1. Not at all upset,3. 3,4. 4,2. 2,1. 1,5. 5,6. 6,7. 7,Neutral,Extremely comfortable,Extremely comfortable,Extremely comfortable,2. 1 to 2,4. More than once a week,Quite often,Yes,5. Extremely positive,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Extreme likely,3. About half the time,3. About half the time,4. Most of the time,2. Sometimes,4. Somewhat reasonable,4. Somewhat reasonable,3. Not sure,5. A great deal,5. Strongly agree,1. Strongly disagree,1. Strongly disagree,Somewhat better,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Unwanted fear,Gratefulness,,,,,,3,1,1,3.6666667,1.3333333,1,2.3333333,3,Yes,No,Yes,No
